endTime,artistName,trackName,msPlayed
2022-04-16 08:47,Jason Derulo,Take You Dancing,1024
2022-04-16 08:47,Selena Gomez & The Scene,Who Says,150
2022-04-16 08:47,Charlie Puth,Light Switch,0
2022-04-16 08:50,Halsey,Without Me,201660
2022-04-16 09:03,Johnny Orlando,What If (I Told You I Like You),33944
2022-04-16 09:07,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 09:12,Visual Chinmay,Feeling Lo-fi Mashup,292350
2022-04-16 09:16,Shashwat Sachdev,Phir Se Zara - Sha,214687
2022-04-16 09:40,Darshan Raval,Mehrama - Lofi Flip,15548
2022-04-16 13:50,Sandesh Shandilya,Deewana Hai Dekho,524332
2022-04-16 13:50,Jason Derulo,Take You Dancing,1922
2022-04-16 13:54,Alessia Cara,Scars To Your Beautiful,230226
2022-04-16 13:55,Pitbull,Mueve La Cintura,60209
2022-04-16 13:55,Sabrina Carpenter,"Let Me Move You - From the Netflix film ""Work It""",2041
2022-04-16 13:57,Amber Van Day,Kids In The Corner,840
2022-04-16 13:57,Sabrina Carpenter,"Let Me Move You - From the Netflix film ""Work It""",91686
2022-04-16 13:57,Christina Perri,A Thousand Years,793
2022-04-16 13:57,The Chainsmokers,Closer,51
2022-04-16 13:57,Landon Austin,"Send My Love / Sit Still, Look Pretty (Acoustic Mashup)",898
2022-04-16 13:57,Selena Gomez & The Scene,Love You Like A Love Song,2080
2022-04-16 15:00,Shawn Mendes,Señorita,157800
2022-04-16 18:19,Visual Chinmay,Love - Mashup,269235
2022-04-16 18:23,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:27,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:32,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:36,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:40,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:44,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:48,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:53,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 18:57,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:01,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:05,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:09,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:13,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:18,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:22,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:26,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:30,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:34,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:39,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:43,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:47,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:51,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 19:55,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:00,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:04,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:08,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:12,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:16,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:20,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:25,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:29,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:33,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:37,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:41,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:46,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:50,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:54,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 20:58,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:02,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:07,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:11,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:15,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:19,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:23,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:27,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:32,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:36,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:40,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:44,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:48,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:53,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 21:57,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:01,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:05,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:09,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:13,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:18,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:22,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:26,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:30,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:34,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:39,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:43,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:47,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:51,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 22:55,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:00,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:04,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:08,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:12,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:16,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:20,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:25,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:29,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:33,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:37,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:41,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:46,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:50,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:54,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-16 23:58,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:02,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:06,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:11,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:15,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:19,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:23,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:27,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:32,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:36,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:40,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:44,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:48,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:53,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 00:57,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:01,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:05,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:09,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:13,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:18,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:22,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 01:27,Visual Chinmay,Feeling Lo-fi Mashup,292350
2022-04-17 01:31,Shashwat Sachdev,Phir Se Zara - Sha,214687
2022-04-17 01:32,Darshan Raval,Mehrama - Lofi Flip,46798
2022-04-17 09:51,Jay Sean,Nakhre (Eyes on You 2),158250
2022-04-17 09:54,Tulsi Kumar,Masakali 2.0,172014
2022-04-17 09:58,Pritam,"Hoye Ishq Na (From ""Tadap"")",279405
2022-04-17 10:01,Miss Pooja,"Second Hand Jawaani (From ""Cocktail"")",135791
2022-04-17 10:28,Neeraj Shridhar,"Tum Hi Ho Bandhu (From ""Cocktail"")",1000
2022-04-17 10:28,Jay Sean,Ride It (Kya Yehi Pyar Hai),193706
2022-04-17 11:08,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-17 11:13,Visual Chinmay,Feeling Lo-fi Mashup,292350
2022-04-17 11:16,Shashwat Sachdev,Phir Se Zara - Sha,214687
2022-04-17 11:20,Darshan Raval,Mehrama - Lofi Flip,216240
2022-04-17 11:21,Yogesh Patel,Tera Ban Jaunga (Lofi) - Yogesh Patel,82000
2022-04-17 11:24,Deep Ocean,Jaan Nisaar - LO-FI,179988
2022-04-17 11:28,Jaz Scape,Main Rang Sharbaton Ka (Lofi),235102
2022-04-17 13:22,Deep Joshi,Love Me Thoda Aur,1012
2022-04-17 13:22,VIBIE,Hawayein - Lofi Flip,1300
2022-04-17 13:22,DJariium,Undying Love - LoFi Mashup,1670
2022-04-17 13:22,Sahil Arun,Kinna Sona,123539
2022-04-17 13:27,Dr LoFi,Aaj Din Chadheya (LoFi),298912
2022-04-17 13:29,Amartya Bobo Rahut,Noor-Kasauli,125123
2022-04-17 13:31,WORMONO,Laaree Chootee,130718
2022-04-17 13:32,Murtuza Gadiwala,Mehfooz,25976
2022-04-17 13:36,somanshu,Vaadein Nibha,6992
2022-04-17 13:36,MidnightDrives,Stereo Zaalima,208001
2022-04-17 13:40,Shaan,Dus Bahane,206946
2022-04-17 13:43,Taniskaa Sanghvi,"Ek Zindagi (From ""Angrezi Medium"")",170088
2022-04-17 13:49,Shankar-Ehsaan-Loy,Jhoom,324336
2022-04-17 13:52,Jay Sean,Ride It (Kya Yehi Pyar Hai),193706
2022-04-17 13:56,Neeraj Shridhar,"Tum Hi Ho Bandhu (From ""Cocktail"")",282012
2022-04-17 13:57,Mohit Chauhan,Matargashti,31221
2022-04-17 14:13,Mohit Chauhan,Matargashti,148880
2022-04-17 18:18,Jubin Nautiyal,Ik Tu Hai ❤️,437033
2022-04-17 18:19,WORMONO,Laaree Chootee,52459
2022-04-17 18:19,Silent Ocean,Ye Tune Kya Kiya Lofi Flip,1722
2022-04-17 18:21,WORMONO,Laaree Chootee,130718
2022-04-17 18:24,Silent Ocean,Ye Tune Kya Kiya Lofi Flip,201430
2022-04-17 18:27,Darshan Raval,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,158728
2022-04-17 18:31,Occult Vibes,Saware Lofi Radio,232525
2022-04-17 18:34,Kshitij Vishwakarma,Kaise Bataun Tumhe,193826
2022-04-17 18:41,The Beatz,Enna Sona - Lofi Flip,31511
2022-04-18 06:43,Shaan,Dus Bahane,10440
2022-04-18 06:53,Shaan,Dus Bahane,206946
2022-04-18 06:58,Pritam,"Hoye Ishq Na (From ""Tadap"")",279405
2022-04-18 07:01,Taniskaa Sanghvi,"Ek Zindagi (From ""Angrezi Medium"")",170088
2022-04-18 07:28,Jay Sean,Nakhre (Eyes on You 2),58418
2022-04-18 07:32,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-18 07:36,Rochak Kohli,Dil Na Jaaneya,231136
2022-04-18 07:41,Sonu Nigam,Kal Ho Naa Ho - Lofi Flip,296364
2022-04-18 07:44,Deep Joshi,Teri Hogaiyaan - Lofi,144056
2022-04-18 08:17,SickDude,Dildara X I Like Me Better,166846
2022-04-18 08:22,Swattrex,Chitta Dil Cover Lofi Flip,250283
2022-04-18 08:24,Ekansh Mamgai,Tu Mila,133650
2022-04-18 08:28,Swattrex,Love Me Thoda Lofi,224500
2022-04-18 08:31,Kshitij Vishwakarma,Kaise Bataun Tumhe,193826
2022-04-18 08:37,Bombay Jayashri,Zara Zara - LoFi Chill,387716
2022-04-18 08:42,Jubin Nautiyal,Love In Lo-Fi Volume 1 - Tujhe Kitna Chahein Aur Hum,252755
2022-04-18 08:44,Murtuza Gadiwala,Mehfooz,140274
2022-04-18 09:21,Occult Vibes,Saware Lofi Radio,223066
2022-04-18 12:31,Sandesh Shandilya,Deewana Hai Dekho,345266
2022-04-18 12:39,Dr LoFi,Aaj Din Chadheya (LoFi),165040
2022-04-19 06:23,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-19 06:26,Pritam,Pehli Nazar Mein (Lofi Mix),148821
2022-04-19 06:28,Deep Joshi,Rangi Saari - Lofi,138971
2022-04-19 06:30,Ekansh Mamgai,Tu Mila,133650
2022-04-19 06:33,Javed Ali,Tum Mile - Lofi Flip,186186
2022-04-19 06:36,Ekansh Mamgai,SAVAN,154691
2022-04-19 06:38,The Beatz,Khaab - Lofi Flip,118536
2022-04-19 06:42,VIBIE,Raataan Lambiyan - Lofi Flip,230360
2022-04-19 06:46,Deepak Kamboj Music,Main Chala,228292
2022-04-19 06:50,Deep Joshi,Tum Jo Aaye,210802
2022-04-19 06:53,Roop Kumar Rathod,Maula Mere Maula - LoFi,160308
2022-04-19 06:57,Bollywood Boys,Mast Magan Lofi,233267
2022-04-19 07:02,Swattrex,Main Tera Chill,317899
2022-04-19 07:04,Sanjay S Yadav,Teri Hogaiyaan Lofi Mix,137496
2022-04-19 07:08,Deep Joshi,Love Me Thoda Aur,223375
2022-04-19 07:11,Kishore Kumar,Ek Ladki Bheegi Bhagi Si - LoFi,170289
2022-04-19 07:35,Arijit Singh,"Mere Yaaraa (From ""Sooryavanshi"")",71807
2022-04-19 12:06,Sabrina Carpenter,Sue Me,179226
2022-04-19 12:09,Meghan Trainor,All The Ways,175223
2022-04-19 12:09,Anna Hamilton,Bad Liar,24732
2022-04-19 12:09,Dan + Shay,"10,000 Hours (with Justin Bieber)",12749
2022-04-19 12:12,Dua Lipa,New Rules,880
2022-04-19 12:19,Tesher,Young Shahrukh,159427
2022-04-19 12:23,Jason Derulo,It Girl,192200
2022-04-19 13:45,Jay Sean,Lights Off,30008
2022-04-19 14:19,Deep Joshi,Love Me Thoda Aur,223375
2022-04-19 14:20,Abhishek Toor,Mai Hoon Kahan,47430
2022-04-19 14:23,The Beatz,Kina Chir - Lofi Flip,1204
2022-04-19 14:23,King Shubh,Ghumshudaa (Lofi Flip) [feat. King],1985
2022-04-19 14:23,DJariium,Undying Love - LoFi Mashup,22086
2022-04-19 14:23,Sanjay S Yadav,Waalian (Lo-Fi),180007
2022-04-19 14:27,Axonn,"Kun Faya Kun (Bollywood Lofi,Chill)",237108
2022-04-19 14:27,The Beatz,Enna Sona - Lofi Flip,3192
2022-04-19 18:11,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-19 18:15,JalRaj,O Sanam (Reprise),215454
2022-04-19 18:18,DJariium,Undying Love - LoFi Mashup,228944
2022-04-19 18:22,Axonn,"Kun Faya Kun (Bollywood Lofi,Chill)",237108
2022-04-19 18:25,DJ Ank,Humsafar lofi - Remix,168202
2022-04-19 18:29,Ekansh Mamgai,SAVAN,35754
2022-04-19 18:29,Hans Zimmer,Gom Jabbar,27476
2022-04-19 18:30,Kid Cudi,Pursuit Of Happiness (Nightmare),13046
2022-04-19 18:30,Ramin Djawadi,"Main Title - From The ""Game Of Thrones"" Soundtrack",10015
2022-04-19 18:32,Ramin Djawadi,"Main Title - From The ""Game Of Thrones"" Soundtrack",107379
2022-04-19 18:33,Ramin Djawadi,Rex Is Adopted,43126
2022-04-19 18:35,Ramin Djawadi,Light of the Seven,141279
2022-04-19 18:39,Doja Cat,You Right,3916
2022-04-19 18:39,Swedish House Mafia,Moth To A Flame (with The Weeknd),233585
2022-04-19 18:42,Post Malone,One Right Now (with The Weeknd),193070
2022-04-20 01:06,Ramin Djawadi,Main Title Theme - Westworld,77141
2022-04-20 01:10,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",250973
2022-04-20 01:13,Zedd,Stay,154310
2022-04-20 01:17,Kash Doll,"How It’s Done (with Kim Petras, ALMA, Stefflon Don)",182533
2022-04-20 01:20,Otilia,Bilionera - Radio Edit,185294
2022-04-20 01:24,Jay Sean,Sex 101,239026
2022-04-20 01:28,Enrique Iglesias,I Like It,231373
2022-04-20 01:31,Taio Cruz,Higher,187626
2022-04-20 01:33,Martin Jensen,Can't Come To The Phone,120000
2022-04-20 03:24,Jay Sean,Make My Love Go (feat. Sean Paul),211780
2022-04-20 03:24,Dua Lipa,Don't Start Now,7728
2022-04-20 03:28,Sia,Unstoppable,217746
2022-04-20 06:22,Ramin Djawadi,"Main Title - From The ""Game Of Thrones"" Soundtrack",100409
2022-04-20 06:23,Ramin Djawadi,A Lannister Always Pays His Debts,49052
2022-04-20 06:37,Visual Chinmay,Love - Mashup,1377
2022-04-20 06:37,Ramin Djawadi,The Rains of Castamere,182997
2022-04-20 06:42,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-20 06:45,Deep Ocean,Jaan Nisaar - LO-FI,179988
2022-04-20 06:46,Nidhish Gupta,Talking to the Chaand,52197
2022-04-20 06:48,Ishaan Nigam,O Raahi,107681
2022-04-20 06:50,Ekansh Mamgai,Tu Mila,133650
2022-04-20 06:51,Jink,Main Laapata,35118
2022-04-20 06:53,Pritam,Pehli Nazar Mein (Lofi Mix),148821
2022-04-20 06:57,Harsh,Akhiyan Kare Jee Hazoori - Lo-Fi Remix,224833
2022-04-20 07:00,Tanish Mittal,Dildara x I Like Me Better,180662
2022-04-20 07:16,Kshitij Vishwakarma,Kaise Bataun Tumhe,75491
2022-04-20 07:17,WORMONO,Laaree Chootee,1383
2022-04-20 07:17,Anuv Jain,Baarishein,4897
2022-04-20 07:17,The Beatz,Kina Chir - Lofi Flip,3107
2022-04-20 08:08,Dr LoFi,Aaj Din Chadheya (LoFi),321190
2022-04-20 08:09,Papon,Kyon - Lofi Flip,97822
2022-04-20 08:31,Axonn,"Ikk Kudi (Bollywood Lofi,Chill)",170000
2022-04-20 08:34,Addy,Tum Kyu Chale Aate Ho (LoFi Mix),173877
2022-04-20 08:40,SickDude,Tere Sang Yaara - Slowed + Reverb,323906
2022-04-20 08:44,Goldie Khristi,Raanjhanaa (Lofi Flip),222354
2022-04-20 08:47,Dope Beatz,Jeena Jeena,169640
2022-04-20 08:50,Sanish Nair,Yeh Tune Kya Kiya,195862
2022-04-20 08:54,VIBIE,Shayad - Lofi Flip,208000
2022-04-20 08:59,Bollywood Boys,Pee Loon Lofi Remix,309580
2022-04-20 09:04,SickDude,Thoda Thoda Pyaar - Slowed + Reverb,281925
2022-04-20 09:09,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2022-04-20 09:12,VIBIE,Raataan Lambiyan - Lofi Flip,230360
2022-04-20 09:15,Sanjay S Yadav,Teri Hogaiyaan Lofi Mix,137496
2022-04-20 09:19,Deep Joshi,Tum Jo Aaye,210802
2022-04-20 09:21,Akash Meena,Kitaab,147000
2022-04-20 09:54,Visual Chinmay,Love - Mashup,165225
2022-04-20 12:25,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),1310
2022-04-20 12:25,Johnny Orlando,What If (I Told You I Like You),2710
2022-04-20 12:25,Bruno Mars,Talking to the Moon,216657
2022-04-20 12:28,Charlie Puth,Attention,208786
2022-04-20 12:34,Dr LoFi,Aaj Din Chadheya (LoFi),298912
2022-04-20 13:16,Princeks47,Main Tera - Lofi,134740
2022-04-20 17:51,Jubin Nautiyal,Ik Tu Hai ❤️,250633
2022-04-20 17:54,somanshu,Vaadein Nibha,184060
2022-04-20 17:57,Deep Ocean,Jaan Nisaar - LO-FI,179988
2022-04-20 18:00,Tanish Mittal,Dildara x I Like Me Better,180662
2022-04-20 18:01,Nidhish Gupta,Talking to the Chaand,52197
2022-04-20 18:06,Km Tape,Pehli Nazar Mein,261804
2022-04-20 18:10,Adnan Safir,Soch Na Sake (Slowed And Reverb),256980
2022-04-20 18:13,Occult Vibes,Dariya Lofi Flip,179507
2022-04-20 18:16,Gravero,Bas Ek Baar (Lo-Fi Flip),183103
2022-04-20 18:18,Deep Ocean,Kabhi Jo Badal Barse LOFI { Slowed + Reverb },142291
2022-04-21 00:27,Anuv Jain,Baarishein,95808
2022-04-21 01:12,Ramin Djawadi,"Main Title - From The ""Game Of Thrones"" Soundtrack",106280
2022-04-21 01:14,Ramin Djawadi,"Fire And Blood - From The ""Game Of Thrones"" Soundtrack",1000
2022-04-21 01:14,Ramin Djawadi,"Game Of Thrones - From The ""Game Of Thrones"" Soundtrack",78293
2022-04-21 03:08,Ankit Tiwari,"Tum Se Hi (From ""Sadak 2"")",283000
2022-04-21 03:11,Sanam,Yeh Vaada Raha,183041
2022-04-21 03:13,Zack Knight,Tumhari Jagga,152727
2022-04-21 03:13,Sampreet Dutta,Bewafa Hai Tu,1002
2022-04-21 07:24,YSRBEATS,Mera Mann - Lofi,153293
2022-04-21 07:28,Bollywood Boys,Mast Magan Lofi,233267
2022-04-21 07:32,Lata Mangeshkar,Ajib Dastan Hai Yeh - LoFi,236725
2022-04-21 07:36,Anuv Jain,Alag Aasmaan (Acoustic),211578
2022-04-21 07:40,Never Be Mine,Piya O Re Piyaa (Lofi Edit),227496
2022-04-21 07:43,Anubha Bajaj,Parinda,188953
2022-04-21 07:44,Bruno Mars,Talking to the Moon,8748
2022-04-21 07:44,Sanjay S Yadav,Teri Hogaiyaan Lofi Mix,63752
2022-04-21 07:45,Alessia Cara,Scars To Your Beautiful,58482
2022-04-21 07:51,BLACKPINK,Don't Know What To Do,149260
2022-04-21 07:52,YSRBEATS,Mera Mann - Lofi,744
2022-04-21 07:57,Dr LoFi,Pehli Nazar Me (Lofi Flip),272744
2022-04-21 07:59,YSRBEATS,Mera Mann - Lofi,153293
2022-04-21 08:02,Darshan Raval,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,155172
2022-04-21 08:05,Jay Kava,Tere Bina - Lofi Flip,166499
2022-04-21 08:26,Coffeekids,Waqt Ki Baatein - Lofi Mix,92402
2022-04-21 08:29,Jay Kashyap,Saiyyan - Lofi Version,168056
2022-04-21 08:30,Anuv Jain,Alag Aasmaan (Acoustic),74231
2022-04-21 08:30,Hunny Vyas,Raatein,1101
2022-04-21 08:34,Lata Mangeshkar,Ajib Dastan Hai Yeh - LoFi,236725
2022-04-21 08:38,Bollywood Boys,Mast Magan Lofi,233267
2022-04-21 08:40,WORMONO,Laaree Chootee,130718
2022-04-21 08:42,Manas Roy,Aankhon Mein Teri,72121
2022-04-21 08:45,Suzonn,Farq hai,184090
2022-04-21 08:47,Ketan Shah,Hum Tum Kitne Paas Hain,84062
2022-04-21 08:49,Darshan Raval,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,158728
2022-04-21 08:53,DJ Glory,Tum Se Hi - Lofi Version,220659
2022-04-21 08:56,Arijit Singh,Dil Na Jaaneya (Unplugged),183902
2022-04-21 08:59,Jammy Weirdo,Jashne Bahara - Lofi Flip,184888
2022-04-21 09:03,Harsh,Akhiyan Kare Jee Hazoori - Lo-Fi Remix,224833
2022-04-21 09:06,A.R. Rahman,Main Tumhara : Lo-fi Version - Tribute to Sushant Singh Rajput,190480
2022-04-21 09:10,KSW,Tum Mile - Lofi Flip,242103
2022-04-21 09:14,Prateek Kuhad,Kasoor - Acoustic,213306
2022-04-21 09:19,Sonu Nigam,Kal Ho Naa Ho - Lofi Flip,296364
2022-04-21 09:23,VIBIE,Ranjha - Lofi Flip,201600
2022-04-21 09:28,Tanveer Evan,Maine Royaan (Lofi Remix),304529
2022-04-21 09:31,Swattrex,Love Me Thoda Lofi,224500
2022-04-21 09:56,Arijit Singh,"Tose Naina (From ""Mickey Virus"")",146018
2022-04-21 12:00,Sia,Unstoppable,217746
2022-04-21 12:02,Jay Sean,Lights Off,104786
2022-04-21 12:31,Dr LoFi,Pehli Nazar Me (Lofi Flip),272744
2022-04-21 12:34,Deep Joshi,Tu Mileya Lofi,129355
2022-04-21 12:36,Ramin Djawadi,"Main Title - From The ""Game Of Thrones"" Soundtrack",106280
2022-04-21 12:37,Ramin Djawadi,"The Night's Watch - From The ""Game Of Thrones"" Soundtrack",16940
2022-04-21 13:38,Sophia Atwood,Harleys In Hawaii,164040
2022-04-21 13:53,Dr LoFi,Pehli Nazar Me (Lofi Flip),32087
2022-04-21 13:58,BLACKPINK,Don't Know What To Do,292625
2022-04-21 14:01,Jessi,NUNU NANA,195836
2022-04-21 14:04,JENNIE,SOLO,169566
2022-04-21 14:09,Dr LoFi,Pehli Nazar Me (Lofi Flip),272744
2022-04-21 14:10,Arijit Singh,"Tose Naina (From ""Mickey Virus"")",22723
2022-04-21 14:13,Bollywood Boys,Kabira Lofi,178898
2022-04-21 14:15,Sanjay S Yadav,Teri Hogaiyaan Lofi Mix,137496
2022-04-21 14:20,VIBIE,Teri Ore (Lo-Fi Flip),243000
2022-04-21 14:23,Arijit Singh,Dil Na Jaaneya (Unplugged),183902
2022-04-21 14:27,Visual Chinmay,Romantic Lofi Mashup,240027
2022-04-21 14:51,Anuv Jain,Alag Aasmaan (Acoustic),104234
2022-04-21 16:36,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,139172
2022-04-21 18:16,YSRBEATS,Mera Mann - Lofi,0
2022-04-21 18:16,VIBIE,Ranjha - Lofi Flip,0
2022-04-21 18:21,Dr LoFi,Pehli Nazar Me (Lofi Flip),272744
2022-04-22 00:47,Deep Joshi,Rangi Saari - Lofi,87435
2022-04-22 02:08,The Weeknd,Blinding Lights,150001
2022-04-22 06:00,Sia,Unstoppable,136281
2022-04-22 06:05,Javed-Mohsin,Pal,247067
2022-04-22 07:59,Anirudh Ravichander,"Beast Mode (From ""Beast"")",522
2022-04-22 08:07,Anirudh Ravichander,"Beast Mode (From ""Beast"")",205875
2022-04-22 10:58,Darshan Raval,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,51213
2022-04-22 11:00,Darshan Raval,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,140396
2022-04-22 14:08,Rochak Kohli,Mast Nazron Se,289088
